Original,ParkDatabase,8b03a13327f2197a1c9b5eefb95b44ce,5fea5a260f73f39a3437a15894e7d6765c37d78d,eccf7229a28cc2678ead50dae8f5b4bf919a03826e8557cd8fd11a4d3ab186ce,fffde8c1e5600000,e3e994e5b5acc091,4659d98bcbcb9639,fffdf9e1e5600000,01380001000,9eb639326a3236b2,4c5455a72524c54b,eb37c7f3b97939b9,3c64e8a2c6888ea4,5ac97eb8ec92d263,94b2307939b8b1f9,4659d98bcbcb9639,0e9e1e4e4fc7a783,713317c6db3574f0,################,Original,0,0,0,0,0,0
Alternative (6).png,ParkDatabase,51726796e1482cb50f73df13abfbf95b,853eedd5a9fc93a1d87141037bfc23cbc007fa3d,0950f7cdf150fd3832dcafaf014c263b50d231c49adc0cc59c3f114033378171,fffdf9e1c1400000,e9cb94e5a5acc0c5,4659d98b8b8b9a39,fffdf9e1e1414000,01380001000,9eb639326a3030b2,b1c9a1b4e4d4d8c6,1c2cab4bcd0c8d93,eb37c7f3b97939b9,3c64e8a2c68886a4,5ac97eb8ec92d263,913556d4b9244125,4659d98b8b8b9a39,0c9e1e4e4fc7a792,713317c6db3574f0,Alternative (6).png,6,6,3,4,0,14.4
Original,ParkDatabase,8b03a13327f2197a1c9b5eefb95b44ce,5fea5a260f73f39a3437a15894e7d6765c37d78d,eccf7229a28cc2678ead50dae8f5b4bf919a03826e8557cd8fd11a4d3ab186ce,fffde8c1e5600000,e3e994e5b5acc091,4659d98bcbcb9639,fffdf9e1e5600000,01380001000,9eb639326a3236b2,4c5455a72524c54b,eb37c7f3b97939b9,3c64e8a2c6888ea4,5ac97eb8ec92d263,94b2307939b8b1f9,4659d98bcbcb9639,0e9e1e4e4fc7a783,713317c6db3574f0,Original,0,0,0,0,0,0
Alternative (7).png,ParkDatabase,bc6be94c1be85f929059c5c95018ec88,985a77037bd9155f591458ec3cbd686e29f59f31,79a4293770dab6e3177417d7250dd5517264277d13c0969f6ed4b8cf26fb4824,fffdf9e1c1400000,e9cb94e5a5acc0c5,4659d98b8b8b9c39,fffdf9e1e1414000,013c0001000,9eb631326a3030b2,b1c0a0b4e4d6d8c2,1c2ca94bcd8c8d93,eb37c7f3b97939b9,59c936b8ecb2d24b,b1345694b9644325,4659d98b8b8b9c39,713317ce9a3474f0,171617662c0f3b7c,Alternative (7).png,6,6,3,4,1,11.333333333333334
Original,ParkDatabase,8b03a13327f2197a1c9b5eefb95b44ce,5fea5a260f73f39a3437a15894e7d6765c37d78d,eccf7229a28cc2678ead50dae8f5b4bf919a03826e8557cd8fd11a4d3ab186ce,fffde8c1e5600000,e3e994e5b5acc091,4659d98bcbcb9639,fffdf9e1e5600000,01380001000,9eb639326a3236b2,4c5455a72524c54b,eb37c7f3b97939b9,3c64e8a2c6888ea4,5ac97eb8ec92d263,94b2307939b8b1f9,4659d98bcbcb9639,0e9e1e4e4fc7a783,713317c6db3574f0,Original,0,0,0,0,0,0
Alternative (8).png,ParkDatabase,740d15b389739ed0892f85ae64ab7a59,7ac6331e7e7be02f21cf0b90345250df27419510,5c08f3826a813766b4f369dba8a0b5877c3c39855446a4880ef3cf3ac3aa31e9,fffdf9e1c1400000,e9cb94e5a5ac90c5,4659d98b8b8b9a39,fffdf9e1e1414000,01380001000,9eb631326a3030b2,4c5455a72724c54b,eb37c7f3b97939b9,3c64e8a2c68886a4,5ac97eb8ec92d363,913556d4b9244125,4659d98b8b8b9a39,0c9e1e4e4fc7a783,713317c6db3474f0,Alternative (8).png,6,7,3,4,0,2.6666666666666665
Original,ParkDatabase,8b03a13327f2197a1c9b5eefb95b44ce,5fea5a260f73f39a3437a15894e7d6765c37d78d,eccf7229a28cc2678ead50dae8f5b4bf919a03826e8557cd8fd11a4d3ab186ce,fffde8c1e5600000,e3e994e5b5acc091,4659d98bcbcb9639,fffdf9e1e5600000,01380001000,9eb639326a3236b2,4c5455a72524c54b,eb37c7f3b97939b9,3c64e8a2c6888ea4,5ac97eb8ec92d263,94b2307939b8b1f9,4659d98bcbcb9639,0e9e1e4e4fc7a783,713317c6db3574f0,Original,0,0,0,0,0,0
Alternative (9).png,ParkDatabase,e0fd10c5bfd5dd8459c2c9a4c9009b76,089e47c8e0c04eaf7a2e36e66fe9233fc1dfac0e,26aacc5635cc3caf4ea74d1ce621cbb860c331ce3a45549c7e03abdf5e78172a,fffdf9e1c1400000,e9cb94e5a5acc0c5,4659d98b8b8b9a39,fffdf9e1e1414000,013c0001000,9eb639326a3030b2,4c5455a72524c54b,eb37c7f3b97939b9,3c64e8a2c688c4a4,5bc97eb8ec92d343,913556d4b9244125,4659d98b8b8b9a39,0e9e1e0e0fc7a783,713317c6db3474f0,Alternative (9).png,6,6,3,4,1,2.888888888888889
Original,ParkDatabase,8b03a13327f2197a1c9b5eefb95b44ce,5fea5a260f73f39a3437a15894e7d6765c37d78d,eccf7229a28cc2678ead50dae8f5b4bf919a03826e8557cd8fd11a4d3ab186ce,fffde8c1e5600000,e3e994e5b5acc091,4659d98bcbcb9639,fffdf9e1e5600000,01380001000,9eb639326a3236b2,4c5455a72524c54b,eb37c7f3b97939b9,3c64e8a2c6888ea4,5ac97eb8ec92d263,94b2307939b8b1f9,4659d98bcbcb9639,0e9e1e4e4fc7a783,713317c6db3574f0,Original,0,0,0,0,0,0
Alternative (10).png,ParkDatabase,c10ebb67584f07bd48eea30b81b3d089,654b2373f51956529e948e7dcaf07e7d35aa6475,77c2bf26e8ed839d999a2f843e510daefba6453a508088c56bd3db8fd950f5de,fffdf9e1c1400000,e9cb94e5a5ac90c5,4659998b8b8b9a39,fffdf9e1e1414000,01380002000,9eb631326a3030b2,4c5455a72524c54b,eb37c7f3b97939b9,3c6ce8e28688cca4,5bc97ed8ec92d36b,b134569cb0644125,4659998b8b8b9a39,2c2c1e9e8f8f2707,713317ce9b3474f0,Alternative (10).png,6,7,4,4,1,5.0
